Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
370-41-7321,B,Normal,Male,Health and beauty,56.69,9,25.5105,535.7205,2019-02-27,17:24:00,Credit card,8.4,Mandalay
727-46-3608,B,Normal,Male,Food and beverages,20.01,9,9.0045,189.0945,2019-02-06,15:47:00,Ewallet,4.1,Mandalay
669-54-1719,B,Normal,Male,Electronic accessories,18.93,6,5.679,119.259,2019-02-10,12:45:00,Credit card,8.1,Mandalay
574-22-5561,C,Normal,Female,Fashion accessories,82.63,10,41.315,867.615,2019-03-19,17:08:00,Ewallet,7.9,Naypyitaw
326-78-5178,C,Normal,Male,Food and beverages,91.4,7,31.990000000000006,671.7900000000001,2019-02-03,10:19:00,Cash,9.5,Naypyitaw
162-48-8011,A,Normal,Female,Food and beverages,44.59,5,11.1475,234.09750000000003,2019-02-10,15:10:00,Cash,8.5,Yangon
616-24-2851,B,Normal,Female,Fashion accessories,17.87,4,3.5740000000000003,75.054,2019-03-22,14:42:00,Ewallet,6.5,Mandalay
778-71-5554,C,Normal,Male,Fashion accessories,15.43,1,0.7715000000000001,16.2015,2019-01-25,15:46:00,Credit card,6.1,Naypyitaw
242-55-6721,B,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,2019-03-07,11:49:00,Ewallet,6.5,Mandalay
399-46-5918,C,Normal,Female,Electronic accessories,85.98,8,34.392,722.2320000000001,2019-02-28,19:01:00,Cash,8.2,Naypyitaw
106-35-6779,A,Normal,Male,Home and lifestyle,44.34,2,4.434,93.114,2019-03-27,11:26:00,Cash,5.8,Yangon
635-40-6220,A,Normal,Male,Health and beauty,89.6,8,35.839999999999996,752.64,2019-02-07,11:28:00,Ewallet,6.6,Yangon
817-48-8732,A,Normal,Female,Home and lifestyle,72.35,10,36.175000000000004,759.675,2019-01-20,15:55:00,Cash,5.4,Yangon
120-06-4233,C,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,2019-03-12,20:36:00,Cash,9.3,Naypyitaw
285-68-5083,C,Normal,Female,Sports and travel,24.74,3,3.7110000000000003,77.931,2019-02-15,17:47:00,Credit card,10.0,Naypyitaw
803-83-5989,C,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2019-02-24,10:55:00,Ewallet,7.0,Naypyitaw
347-34-2234,B,Normal,Female,Sports and travel,55.07,9,24.7815,520.4115,2019-02-03,13:40:00,Ewallet,10.0,Mandalay
199-75-8169,A,Normal,Male,Sports and travel,15.81,10,7.905,166.005,2019-03-06,12:27:00,Credit card,8.6,Yangon
853-23-2453,B,Normal,Male,Health and beauty,75.74,4,15.148,318.108,2019-02-14,14:35:00,Cash,7.6,Mandalay
877-22-3308,A,Normal,Male,Health and beauty,15.87,10,7.935,166.635,2019-03-13,16:40:00,Cash,5.8,Yangon
838-78-4295,C,Normal,Female,Health and beauty,33.47,2,3.347,70.28699999999999,2019-02-10,15:43:00,Ewallet,6.7,Naypyitaw
109-28-2512,B,Normal,Female,Fashion accessories,97.61,6,29.283,614.943,2019-01-07,15:01:00,Ewallet,9.9,Mandalay
232-11-3025,A,Normal,Male,Sports and travel,78.77,10,39.385,827.0849999999999,2019-01-24,10:04:00,Cash,6.4,Yangon
382-03-4532,A,Normal,Female,Health and beauty,18.33,1,0.9165,19.246499999999997,2019-02-02,18:50:00,Cash,4.3,Yangon
393-65-2792,C,Normal,Male,Food and beverages,89.48,10,44.74000000000001,939.5400000000001,2019-01-06,12:46:00,Credit card,9.6,Naypyitaw
796-12-2025,C,Normal,Male,Fashion accessories,62.12,10,31.06,652.2599999999999,2019-02-11,16:19:00,Cash,5.9,Naypyitaw
510-95-6347,B,Normal,Female,Food and beverages,48.52,3,7.2780000000000005,152.838,2019-03-05,18:17:00,Ewallet,4.0,Mandalay
841-35-6630,C,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,2019-03-09,18:21:00,Cash,8.7,Naypyitaw
287-21-9091,A,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,2019-01-22,10:55:00,Ewallet,9.4,Yangon
732-94-0499,C,Normal,Female,Electronic accessories,41.65,10,20.825000000000003,437.325,2019-01-13,17:04:00,Credit card,5.4,Naypyitaw
263-10-3913,C,Member,Male,Fashion accessories,49.04,9,22.068,463.428,2019-01-09,14:20:00,Credit card,8.6,Naypyitaw
381-20-0914,A,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,2019-01-12,15:48:00,Credit card,5.7,Yangon
829-49-1914,C,Member,Female,Food and beverages,78.31,10,39.155,822.255,2019-03-05,16:24:00,Ewallet,6.6,Naypyitaw
756-01-7507,C,Normal,Female,Health and beauty,20.38,5,5.095,106.99499999999999,2019-01-22,18:56:00,Cash,6.0,Naypyitaw
870-72-4431,C,Normal,Female,Health and beauty,99.19,6,29.757,624.8969999999999,2019-01-21,14:42:00,Credit card,5.5,Naypyitaw
847-38-7188,B,Normal,Female,Food and beverages,96.68,3,14.502000000000002,304.54200000000003,2019-01-26,19:56:00,Ewallet,6.4,Mandalay
480-63-2856,C,Normal,Male,Food and beverages,19.25,8,7.7,161.7,2019-01-23,18:37:00,Ewallet,6.6,Naypyitaw
787-56-0757,C,Member,Female,Food and beverages,80.36,4,16.072,337.512,2019-02-23,18:45:00,Credit card,8.3,Naypyitaw
360-39-5055,C,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,2019-03-09,10:17:00,Cash,6.6,Naypyitaw
730-50-9884,C,Normal,Female,Sports and travel,83.06,7,29.071000000000005,610.4910000000001,2019-03-05,14:31:00,Ewallet,4.0,Naypyitaw
362-58-8315,C,Normal,Male,Fashion accessories,76.52,5,19.13,401.72999999999996,2019-03-25,10:23:00,Cash,9.9,Naypyitaw
633-44-8566,A,Member,Male,Food and beverages,49.38,7,17.283,362.94300000000004,2019-03-27,20:35:00,Credit card,7.3,Yangon
504-35-8843,A,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,2019-01-02,16:57:00,Cash,5.7,Yangon
318-68-5053,B,Normal,Female,Health and beauty,76.99,6,23.096999999999998,485.0369999999999,2019-02-27,17:55:00,Cash,6.1,Mandalay
565-80-5980,C,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,2019-01-23,10:25:00,Cash,7.1,Naypyitaw
225-32-0908,C,Normal,Female,Sports and travel,44.86,10,22.430000000000003,471.03000000000003,2019-01-26,19:54:00,Ewallet,8.2,Naypyitaw
873-51-0671,A,Member,Female,Sports and travel,21.98,7,7.693000000000001,161.55300000000003,2019-01-10,16:42:00,Ewallet,5.1,Yangon
152-08-9985,B,Member,Male,Health and beauty,64.36,9,28.962000000000003,608.202,2019-03-12,12:09:00,Credit card,8.6,Mandalay
512-91-0811,C,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,2019-02-06,20:05:00,Credit card,6.6,Naypyitaw
594-34-4444,A,Normal,Male,Electronic accessories,97.16,1,4.8580000000000005,102.018,2019-03-08,20:38:00,Ewallet,7.2,Yangon
766-85-7061,B,Normal,Male,Health and beauty,87.87,10,43.935,922.635,2019-03-29,10:25:00,Ewallet,5.1,Mandalay
871-39-9221,C,Normal,Female,Electronic accessories,12.45,6,3.7349999999999994,78.43499999999999,2019-02-09,13:11:00,Cash,4.1,Naypyitaw
865-92-6136,A,Normal,Male,Food and beverages,52.75,3,7.9125000000000005,166.1625,2019-03-23,10:16:00,Ewallet,9.3,Yangon
733-01-9107,B,Normal,Male,Home and lifestyle,82.7,6,24.810000000000002,521.01,2019-03-05,18:14:00,Cash,7.4,Mandalay
163-56-7055,C,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,2019-03-26,19:20:00,Cash,4.1,Naypyitaw
189-98-2939,C,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2974999999999,2019-03-01,13:22:00,Cash,7.2,Naypyitaw
551-21-3069,C,Normal,Female,Electronic accessories,23.07,9,10.3815,218.01149999999998,2019-02-01,11:27:00,Cash,4.9,Naypyitaw
212-62-1842,A,Normal,Male,Food and beverages,58.26,6,17.478,367.038,2019-03-28,16:44:00,Cash,9.9,Yangon
716-39-1409,B,Normal,Male,Health and beauty,30.35,7,10.622500000000002,223.07250000000002,2019-03-19,18:19:00,Cash,8.0,Mandalay
704-48-3927,A,Member,Male,Electronic accessories,88.67,10,44.33500000000001,931.0350000000001,2019-01-12,14:50:00,Ewallet,7.3,Yangon
628-34-3388,C,Normal,Male,Fashion accessories,27.38,6,8.214,172.494,2019-01-05,20:54:00,Credit card,7.9,Naypyitaw
630-74-5166,A,Normal,Male,Sports and travel,62.13,6,18.639000000000003,391.41900000000004,2019-03-22,20:19:00,Cash,7.4,Yangon
588-01-7461,C,Normal,Female,Food and beverages,33.98,9,15.291,321.111,2019-03-24,10:43:00,Cash,4.2,Naypyitaw
861-77-0145,C,Member,Male,Electronic accessories,81.97,10,40.98500000000001,860.6850000000001,2019-03-03,14:30:00,Cash,9.2,Naypyitaw
479-26-8945,B,Member,Female,Sports and travel,16.49,2,1.649,34.629,2019-02-05,11:32:00,Ewallet,4.6,Mandalay
210-67-5886,C,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2019-02-05,10:41:00,Credit card,7.8,Naypyitaw
227-78-1148,B,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,2019-02-15,12:44:00,Cash,8.4,Mandalay
645-44-1170,A,Member,Male,Home and lifestyle,58.07,9,26.131500000000003,548.7615,2019-01-19,20:07:00,Ewallet,4.3,Yangon
237-01-6122,C,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2019-02-01,20:31:00,Credit card,9.5,Naypyitaw
225-98-1496,C,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,2019-03-02,13:01:00,Credit card,7.1,Naypyitaw
291-32-1427,B,Member,Male,Fashion accessories,21.94,5,5.485,115.185,2019-03-05,12:29:00,Ewallet,5.3,Mandalay
659-65-8956,B,Member,Male,Fashion accessories,51.36,1,2.568,53.928,2019-01-16,15:26:00,Ewallet,5.2,Mandalay
642-32-2990,A,Normal,Female,Food and beverages,10.96,10,5.48,115.08000000000001,2019-02-02,20:48:00,Ewallet,6.0,Yangon
378-24-2715,B,Normal,Male,Home and lifestyle,53.44,2,5.344,112.22399999999999,2019-01-20,20:38:00,Ewallet,4.1,Mandalay
638-60-7125,A,Normal,Female,Electronic accessories,99.56,8,39.824000000000005,836.304,2019-02-14,17:03:00,Credit card,5.2,Yangon
659-36-1684,C,Member,Male,Sports and travel,57.12,7,19.992,419.832,2019-01-12,12:02:00,Credit card,6.5,Naypyitaw
219-22-9386,B,Member,Male,Sports and travel,99.96,9,44.982,944.622,2019-03-09,17:26:00,Credit card,4.2,Mandalay
336-78-2147,C,Member,Male,Home and lifestyle,63.91,8,25.564,536.8439999999999,2019-03-13,19:52:00,Credit card,4.6,Naypyitaw
268-27-6179,B,Member,Female,Fashion accessories,56.47,8,22.588,474.348,2019-03-09,14:57:00,Ewallet,7.3,Mandalay
668-90-8900,A,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.6215,2019-03-10,18:44:00,Credit card,4.5,Yangon
870-54-3162,A,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,2019-01-27,13:26:00,Cash,9.0,Yangon
189-08-9157,C,Normal,Female,Fashion accessories,31.73,9,14.278500000000001,299.8485,2019-01-08,16:17:00,Credit card,5.9,Naypyitaw
663-86-9076,C,Member,Female,Food and beverages,68.54,8,27.416000000000004,575.7360000000001,2019-01-08,15:57:00,Ewallet,8.5,Naypyitaw
549-84-7482,B,Normal,Female,Sports and travel,90.28,9,40.626000000000005,853.146,2019-02-08,11:15:00,Ewallet,7.2,Mandalay
191-10-6171,B,Normal,Female,Fashion accessories,39.62,7,13.866999999999999,291.207,2019-01-25,13:18:00,Cash,7.5,Mandalay
802-70-5316,A,Member,Female,Sports and travel,92.13,6,27.639,580.419,2019-03-06,20:34:00,Cash,8.3,Yangon
695-51-0018,B,Normal,Female,Sports and travel,34.84,4,6.968000000000001,146.328,2019-02-10,18:36:00,Cash,7.4,Mandalay
590-83-4591,B,Member,Male,Electronic accessories,87.45,6,26.235000000000003,550.9350000000001,2019-02-17,14:40:00,Credit card,8.8,Mandalay
483-71-1164,C,Normal,Female,Health and beauty,81.3,6,24.39,512.1899999999999,2019-03-08,16:43:00,Ewallet,5.3,Naypyitaw
597-78-7908,C,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2019-02-18,19:39:00,Cash,6.2,Naypyitaw
700-81-1757,A,Normal,Female,Electronic accessories,26.31,5,6.5775,138.12749999999997,2019-01-18,20:59:00,Credit card,8.8,Yangon
354-39-5160,A,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-02-18,15:39:00,Cash,9.8,Yangon
241-72-9525,B,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2019-02-16,12:21:00,Cash,8.2,Mandalay
575-30-8091,A,Normal,Male,Sports and travel,72.5,8,29.0,609.0,2019-03-16,19:25:00,Ewallet,9.2,Yangon
731-81-9469,C,Member,Female,Sports and travel,89.8,10,44.900000000000006,942.9,2019-01-23,13:00:00,Credit card,5.4,Naypyitaw
280-17-4359,C,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,13:48:00,Cash,8.1,Naypyitaw
338-65-2210,C,Member,Female,Health and beauty,68.6,10,34.300000000000004,720.3,2019-02-05,19:57:00,Cash,9.1,Naypyitaw
488-25-4221,C,Member,Female,Food and beverages,30.41,1,1.5205000000000002,31.930500000000002,2019-02-22,10:36:00,Credit card,8.4,Naypyitaw
239-10-7476,A,Normal,Female,Home and lifestyle,77.95,6,23.385000000000005,491.08500000000004,2019-01-21,16:37:00,Ewallet,8.0,Yangon
458-41-1477,C,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,17:11:00,Credit card,9.5,Naypyitaw
685-64-1609,A,Member,Female,Fashion accessories,30.14,10,15.07,316.46999999999997,2019-02-10,12:28:00,Ewallet,9.2,Yangon
568-90-5112,C,Normal,Male,Health and beauty,66.14,4,13.228000000000002,277.788,2019-03-19,12:46:00,Credit card,5.6,Naypyitaw
262-47-2794,B,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,15:07:00,Credit card,6.2,Mandalay
238-49-0436,A,Normal,Male,Health and beauty,32.46,8,12.984000000000002,272.664,2019-03-27,13:48:00,Credit card,4.9,Yangon
608-96-3517,B,Member,Female,Fashion accessories,91.54,4,18.308000000000003,384.468,2019-03-23,19:20:00,Credit card,4.8,Mandalay
584-86-7256,C,Member,Male,Sports and travel,34.56,7,12.096000000000002,254.01600000000002,2019-03-11,16:07:00,Credit card,7.3,Naypyitaw
746-94-0204,A,Normal,Male,Fashion accessories,83.24,9,37.458,786.6179999999999,2019-01-29,11:56:00,Credit card,7.4,Yangon
214-17-6927,C,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,18:23:00,Ewallet,9.9,Naypyitaw
400-89-4171,C,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,13:05:00,Cash,9.3,Naypyitaw
782-95-9291,A,Member,Male,Food and beverages,92.29,5,23.072500000000005,484.52250000000004,2019-02-20,15:55:00,Credit card,9.0,Yangon
279-74-2924,B,Member,Male,Electronic accessories,72.17,1,3.6085000000000003,75.77850000000001,2019-01-04,19:40:00,Cash,6.1,Mandalay
743-04-1105,B,Member,Male,Health and beauty,97.22,9,43.749,918.729,2019-03-30,14:43:00,Ewallet,6.0,Mandalay
423-57-2993,B,Normal,Male,Sports and travel,93.39,6,28.017000000000003,588.3570000000001,2019-03-27,19:18:00,Ewallet,10.0,Mandalay
894-41-5205,C,Normal,Female,Food and beverages,43.18,8,17.272000000000002,362.712,2019-01-19,19:39:00,Credit card,8.3,Naypyitaw
275-28-0149,A,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,16:21:00,Cash,6.0,Yangon
101-17-6199,A,Normal,Male,Food and beverages,45.79,7,16.0265,336.55649999999997,2019-03-13,19:44:00,Credit card,7.0,Yangon
423-80-0988,C,Normal,Male,Sports and travel,76.4,2,7.640000000000001,160.44,2019-01-30,19:42:00,Ewallet,6.5,Naypyitaw
548-46-9322,B,Normal,Male,Food and beverages,39.9,10,19.950000000000003,418.95,2019-02-20,15:24:00,Credit card,5.9,Mandalay
505-02-0892,B,Member,Male,Health and beauty,42.57,8,17.028000000000002,357.588,2019-02-25,14:12:00,Ewallet,5.6,Mandalay
234-65-2137,C,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.5899999999999,2019-01-16,13:32:00,Cash,4.8,Naypyitaw
687-47-8271,A,Normal,Male,Fashion accessories,98.98,10,49.49000000000001,1039.29,2019-02-08,16:20:00,Credit card,8.7,Yangon
796-32-9050,A,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,16:31:00,Cash,6.5,Yangon
105-31-1824,A,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:10:00,Credit card,8.5,Yangon
249-42-3782,A,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36:00,Ewallet,5.5,Yangon
316-55-4634,B,Member,Male,Food and beverages,80.05,5,20.012500000000003,420.2625,2019-01-26,12:45:00,Credit card,9.4,Mandalay
733-33-4967,C,Normal,Male,Electronic accessories,20.85,8,8.340000000000002,175.14000000000001,2019-03-03,19:17:00,Cash,6.3,Naypyitaw
608-27-6295,B,Member,Male,Electronic accessories,52.89,6,15.867000000000003,333.20700000000005,2019-01-19,17:34:00,Credit card,9.8,Mandalay
414-12-7047,B,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:04:00,Ewallet,8.7,Mandalay
827-26-2100,A,Member,Male,Home and lifestyle,33.84,9,15.228000000000003,319.78800000000007,2019-03-21,16:21:00,Ewallet,8.8,Yangon
175-54-2529,A,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,17:01:00,Credit card,9.6,Yangon
139-52-2867,C,Normal,Female,Fashion accessories,22.51,7,7.878500000000002,165.44850000000002,2019-02-13,10:50:00,Credit card,4.8,Naypyitaw
407-63-8975,A,Normal,Male,Food and beverages,73.88,6,22.164,465.44399999999996,2019-03-23,19:16:00,Ewallet,4.4,Yangon
342-65-4817,C,Member,Male,Health and beauty,86.8,3,13.02,273.41999999999996,2019-01-28,16:47:00,Ewallet,9.9,Naypyitaw
130-98-8941,C,Normal,Male,Fashion accessories,64.26,7,22.491000000000003,472.31100000000004,2019-02-09,10:00:00,Cash,5.7,Naypyitaw
434-83-9547,C,Member,Male,Food and beverages,38.47,8,15.388,323.14799999999997,2019-01-23,11:51:00,Cash,7.7,Naypyitaw
851-28-6367,A,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55:00,Ewallet,8.0,Yangon
824-88-3614,C,Normal,Male,Health and beauty,34.31,8,13.724000000000002,288.204,2019-01-25,15:00:00,Ewallet,5.7,Naypyitaw
586-25-0848,A,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19:00,Credit card,6.7,Yangon
895-66-0685,B,Member,Male,Food and beverages,18.08,3,2.7119999999999997,56.952,2019-03-05,19:46:00,Ewallet,8.0,Mandalay
305-14-0245,B,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,19:00:00,Ewallet,7.5,Mandalay
732-04-5373,B,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53:00,Cash,7.0,Mandalay
400-60-7251,A,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50:00,Ewallet,9.9,Yangon
593-65-1552,C,Normal,Female,Home and lifestyle,69.81,4,13.962000000000002,293.202,2019-01-28,20:50:00,Credit card,5.9,Naypyitaw
284-34-9626,B,Normal,Female,Home and lifestyle,77.04,3,11.556000000000001,242.67600000000002,2019-02-11,10:39:00,Credit card,7.2,Mandalay
437-58-8131,B,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,13:41:00,Ewallet,4.6,Mandalay
286-43-6208,C,Normal,Female,Food and beverages,87.8,9,39.51,829.7099999999999,2019-03-16,19:08:00,Cash,9.2,Naypyitaw
641-43-2399,B,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23:00,Ewallet,5.7,Mandalay
831-07-6050,A,Normal,Male,Electronic accessories,32.71,5,8.1775,171.72750000000002,2019-03-19,11:30:00,Credit card,9.9,Yangon
556-86-3144,C,Member,Female,Fashion accessories,74.29,1,3.7145000000000006,78.00450000000001,2019-01-13,19:30:00,Cash,5.0,Naypyitaw
848-24-9445,C,Member,Male,Health and beauty,43.7,2,4.37,91.77000000000001,2019-03-26,18:03:00,Cash,4.9,Naypyitaw
856-22-8149,A,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.554499999999997,2019-03-23,10:13:00,Ewallet,6.1,Yangon
699-01-4164,C,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58:00,Credit card,8.2,Naypyitaw
420-11-4919,C,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57:00,Credit card,5.5,Naypyitaw
606-80-4905,C,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01:00,Credit card,6.8,Naypyitaw
